launch_id,date,year,month,rocket,launch_site,country,operator,mission_type,orbit,payload_mass_kg,n_payloads,launch_success,failure_mode,crewed,crew_size,booster_reused,launch_cost_m_usd,rocket_era,rocket_type,payload_to_leo_kg,cost_per_kg_usd,payload_utilization_pct,mission_outcome
SL001054,1971-03-04,1971,3,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Communications,MEO,1248,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,36057.692307692305,91.76470588235294,Success
SL001055,1980-02-20,1980,2,Atlas-Centaur,Wallops Flight Facility,USA,GD,IoT/Cubesat,LEO,950,1,0,engine failure,0,0,0,45.0,Cold War,orbital,2041,47368.42105263158,46.54581087702107,Failure
SL001056,2007-08-12,2007,8,SLV,Taiyuan Satellite Launch,Other,ISRO,Rideshare,LEO,16,1,1,None - Successful Launch,0,0,0,44.95,Cold War,orbital,18,2809375.0,88.88888888888889,Success
SL001057,2022-08-03,2022,8,New Shepard,Wallops Flight Facility,USA,Blue Origin,Commercial Satellite,GEO,0,4,1,None - Successful Launch,0,0,0,0.5,New Space,suborbital,0,,,Success
SL001058,1975-12-17,1975,12,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Scientific,SSO,2360,1,0,upper stage failure,0,0,0,45.0,Cold War,orbital,2145,19067.79661016949,110.02331002331003,Failure
SL001059,1995-01-27,1995,1,Long March 2D,Edwards AFB,Other,CASC,Human Spaceflight,ISS,402,1,1,None - Successful Launch,1,3,0,29.5,Modern,orbital,1587,73383.08457711442,25.330812854442343,Success
SL001060,2009-04-16,2009,4,Soyuz-2.1b,Svobodny / Vostochny,Russia,TsSKB,Space Telescope,LEO,1269,1,1,None - Successful Launch,0,0,0,40.0,Modern,orbital,3719,31520.882584712374,34.12207582683517,Success
SL001061,2023-01-14,2023,1,Diamant,Kourou ELS (Vega),Europe,CNES,IoT/Cubesat,SSO,22,11,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,36,2045454.5454545454,61.111111111111114,Success
SL001062,2000-01-20,2000,1,Atlas-Centaur,Vandenberg SFB SLC-4E,USA,GD,Scientific,SSO,990,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2041,45454.545454545456,48.50563449289564,Success
SL001063,1978-08-14,1978,8,Soyuz-U,Baikonur Cosmodrome,USSR,TsSKB,Defense/Intelligence,LEO,1008,1,1,None - Successful Launch,0,0,0,40.8,Cold War,orbital,3107,40476.19047619047,32.44287093659479,Success
SL001064,2002-05-13,2002,5,Titan III,Vandenberg SFB SLC-4E,USA,USAF,Earth Observation,GTO,4980,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,5896,9036.144578313253,84.4640434192673,Success
SL001065,1982-09-18,1982,9,Cyclone-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Navigation/GPS,MEO,968,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,46487.603305785124,71.17647058823529,Success
SL001066,2024-01-07,2024,1,Diamant,Kourou ELS (Vega),Europe,CNES,Earth Observation,SSO,6,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,36,7500000.0,16.666666666666664,Success
SL001067,1986-03-05,1986,3,Soyuz-U,Kapustin Yar,USSR,TsSKB,Human Spaceflight,ISS,944,1,0,fairing failure,1,7,0,29.5,Cold War,orbital,3107,31250.0,30.383006115223687,Failure
SL001068,2008-02-06,2008,2,Minotaur I,Wallops Flight Facility,USA,Orbital ATK,Communications,GEO,155,1,1,None - Successful Launch,0,0,0,43.6,Modern,orbital,263,281290.32258064515,58.935361216730044,Success
SL001069,1962-08-16,1962,8,Vostok-K,Plesetsk Cosmodrome,USSR,OKB-1,Human Spaceflight,ISS,1168,1,0,engine failure,1,1,0,45.0,Cold War,orbital,2145,38527.397260273974,54.452214452214456,Failure
SL001070,1986-12-19,1986,12,Saturn V,Vandenberg SFB SLC-4E,USA,NASA,Military Reconnaissance,GEO,58785,1,0,guidance failure,0,0,0,1602.2,Cold War,orbital,58966,27255.252190184572,99.69304344876709,Failure
SL001071,2021-09-01,2021,9,Long March 2C,Wenchang Space Launch,China,CASC,Astronomy,SSO,391,1,1,None - Successful Launch,0,0,0,17.2,Modern,orbital,1746,43989.769820971866,22.39404352806415,Success
SL001072,2000-07-13,2000,7,Mu-4S,Uchinoura Space Center,Japan,ISAS,Interplanetary,TLI,22,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,81,2045454.5454545454,27.160493827160494,Success
SL001073,1988-12-17,1988,12,Cosmos-3M,Plesetsk Cosmodrome,USSR,PO Polyot,Navigation/GPS,GEO,474,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,680,94936.70886075949,69.70588235294117,Success
SL001074,2023-12-15,2023,12,Long March 1,Xichang Satellite Launch,China,CASC,Commercial Satellite,GEO,117,6,1,None - Successful Launch,0,0,0,23.3,Cold War,orbital,136,199145.29914529916,86.02941176470588,Success
SL001075,2020-03-01,2020,3,GSLV Mk III (LVM3),Satish Dhawan Space Centre,India,ISRO,Rideshare,LEO,1804,27,1,None - Successful Launch,0,0,0,80.8,Modern,orbital,4535,44789.35698447894,39.77949283351709,Success
SL001076,1982-11-22,1982,11,Sputnik (R-7),Plesetsk Cosmodrome,USSR,OKB-1,Earth Observation,GTO,123,1,0,software,0,0,0,45.0,Cold War,orbital,226,365853.65853658534,54.424778761061944,Failure
SL001077,1995-11-19,1995,11,Rokot,Plesetsk Cosmodrome,Russia,Khrunichev,Earth Observation,LEO,575,1,1,None - Successful Launch,0,0,0,49.0,Post-Soviet,orbital,884,85217.39130434782,65.04524886877829,Success
SL001078,1991-12-24,1991,12,Juno I,SpaceX Starbase (Boca Chica),USA,Army,Lunar,Interplanetary,1,1,0,range safety,0,0,0,45.0,Cold War,orbital,6,45000000.0,16.666666666666664,Failure
SL001079,2003-08-07,2003,8,Jupiter-C,Vandenberg SFB SLC-4E,USA,Army,Rideshare,LEO,3,1,1,None - Successful Launch,0,0,0,45.0,Cold War,suborbital,4,15000000.0,75.0,Success
SL001080,1983-12-14,1983,12,Lambda 4S,Uchinoura Space Center,Japan,ISAS,Space Station Resupply,ISS,3,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,11,15000000.0,27.27272727272727,Success
SL001081,1977-09-05,1977,9,Saturn IB,Cape Canaveral SLC-41,USA,NASA,Earth Observation,SSO,4006,1,1,None - Successful Launch,0,0,0,1602.2,Cold War,orbital,9525,399950.0748876685,42.05774278215223,Success
SL001082,2022-08-09,2022,8,Long March 1,Wenchang Space Launch,China,CASC,Interplanetary,Interplanetary,46,1,0,guidance failure,0,0,0,23.3,Cold War,orbital,136,506521.73913043475,33.82352941176471,Failure
SL001083,2022-06-12,2022,6,GSLV Mk III (LVM3),Satish Dhawan Space Centre,India,ISRO,IoT/Cubesat,LEO,2596,58,1,None - Successful Launch,0,0,0,65.7,Modern,orbital,4535,25308.166409861326,57.243660418963614,Success
SL001084,2019-03-25,2019,3,Mu-4S,Tanegashima Space Center,Japan,ISAS,Space Station Module,LEO,54,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,81,833333.3333333334,66.66666666666666,Success
SL001085,2024-08-10,2024,8,Hyperbola-1,Xichang Satellite Launch,China,iSpace,Defense/Intelligence,LEO,50,1,1,None - Successful Launch,0,0,0,11.3,New Space,small-sat,117,226000.0,42.73504273504273,Success
SL001086,2013-06-14,2013,6,Soyuz-FG,Uchinoura Space Center,Other,TsSKB,Earth Observation,GTO,2026,1,1,None - Successful Launch,0,0,0,94.2,Modern,orbital,3265,46495.55774925963,62.052067381317,Success
SL001087,2014-02-21,2014,2,Ariane 5 ECA,Kourou ELA-4 (Ariane 6),Europe,Arianespace,Rideshare,SSO,2181,1,1,None - Successful Launch,0,0,0,176.0,Modern,orbital,9525,80696.92801467217,22.897637795275593,Success
SL001088,2014-04-14,2014,4,Long March 2C,Jiuquan Satellite Launch,China,CASC,Scientific,SSO,448,1,1,None - Successful Launch,0,0,0,21.9,Modern,orbital,1746,48883.92857142857,25.658648339060708,Success
SL001089,1990-11-08,1990,11,Saturn IB,Vandenberg SFB SLC-4E,USA,NASA,Navigation/GPS,GEO,10477,1,1,None - Successful Launch,0,0,0,1602.2,Cold War,orbital,9525,152925.4557602367,109.99475065616797,Success
SL001090,1989-08-18,1989,8,Cyclone-2,Kapustin Yar,USSR,Yuzhnoye,Interplanetary,TLI,521,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,86372.36084452976,38.30882352941177,Success
SL001091,1977-08-15,1977,8,Vanguard,Mahia Peninsula LC-1,USA,NRL,Human Spaceflight,ISS,1,1,0,upper stage failure,1,3,0,45.0,Cold War,orbital,4,45000000.0,25.0,Failure
SL001092,2004-01-22,2004,1,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Commercial Satellite,GEO,372,1,1,None - Successful Launch,0,0,0,38.0,Post-Soviet,orbital,884,102150.5376344086,42.081447963800905,Success
SL001093,1980-09-07,1980,9,Soyuz-U,Plesetsk Cosmodrome,USSR,TsSKB,Scientific,HEO,1064,1,1,None - Successful Launch,0,0,0,28.1,Cold War,orbital,3107,26409.774436090225,34.24525265529449,Success
SL001094,1978-06-27,1978,6,Long March 2C,Xichang Satellite Launch,China,CASC,Scientific,SSO,1920,1,1,None - Successful Launch,0,0,0,18.1,Modern,orbital,1746,9427.083333333334,109.96563573883162,Success
SL001095,1998-12-03,1998,12,Rokot,Svobodny / Vostochny,Russia,Khrunichev,Rideshare,SSO,504,1,0,guidance failure,0,0,0,46.7,Post-Soviet,orbital,884,92658.73015873016,57.01357466063348,Failure
SL001096,1987-05-17,1987,5,Zenit-2,Plesetsk Cosmodrome,USSR,Yuzhnoye,Scientific,LEO,4014,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,6232,11210.762331838565,64.40949935815148,Success
SL001097,1976-09-11,1976,9,Cyclone-2,Baikonur Cosmodrome,USSR,Yuzhnoye,Human Spaceflight,ISS,306,1,1,None - Successful Launch,1,2,0,45.0,Cold War,orbital,1360,147058.82352941178,22.5,Success
SL001098,2018-10-07,2018,10,Diamant,Guiana Space Centre ELA-3,Europe,CNES,Rideshare,LEO,8,40,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,36,5625000.0,22.22222222222222,Success
SL001099,2020-04-16,2020,4,Pegasus XL,SpaceX Starbase (Boca Chica),USA,Orbital Sciences,Interplanetary,TLI,58,1,1,None - Successful Launch,0,0,0,32.6,Post-Cold War,air-launch,200,562068.9655172414,28.999999999999996,Success
SL001100,1973-03-01,1973,3,Vanguard,Mahia Peninsula LC-1,USA,NRL,Communications,MEO,1,1,0,range safety,0,0,0,45.0,Cold War,orbital,4,45000000.0,25.0,Failure
SL001101,1960-04-13,1960,4,Vanguard,Wallops Flight Facility,USA,NRL,Technology Demonstration,GTO,4,1,0,guidance failure,0,0,0,45.0,Cold War,orbital,4,11250000.0,100.0,Failure
SL001102,1983-10-20,1983,10,Soyuz-U,Kapustin Yar,USSR,TsSKB,Space Station Resupply,LEO,2030,1,1,None - Successful Launch,0,0,0,37.3,Cold War,orbital,3107,18374.384236453203,65.33633730286451,Success
SL001103,2016-10-10,2016,10,Soyuz-2.1a,Svobodny / Vostochny,Russia,TsSKB,Astronomy,SSO,3692,1,1,None - Successful Launch,0,0,0,44.4,Modern,orbital,3356,12026.002166847236,110.01191895113229,Success
SL001104,2019-06-03,2019,6,Juno I,Wallops Flight Facility,USA,Army,Communications,GEO,3,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,6,15000000.0,50.0,Success
SL001105,1971-09-02,1971,9,Saturn V,Vandenberg SFB SLC-4E,USA,NASA,Earth Observation,SSO,33044,1,1,None - Successful Launch,0,0,0,1602.2,Cold War,orbital,58966,48486.865996852684,56.03907336431164,Success
SL001106,2015-08-08,2015,8,Voskhod,Jiuquan Satellite Launch,Other,OKB-1,Interplanetary,TLI,1140,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2494,39473.68421052631,45.70970328789094,Success
SL001107,1969-07-12,1969,7,Scout,San Marco Platform,Other,LTV,Communications,GEO,99,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,90,454545.45454545453,110.00000000000001,Success
SL001108,1986-04-20,1986,4,Juno I,SpaceX Starbase (Boca Chica),USA,Army,Space Telescope,GEO,3,1,0,fairing failure,0,0,0,45.0,Cold War,orbital,6,15000000.0,50.0,Failure
SL001109,2024-10-09,2024,10,Jupiter-C,Cape Canaveral SLC-40,USA,Army,Commercial Satellite,MEO,1,4,1,None - Successful Launch,0,0,0,45.0,Cold War,suborbital,4,45000000.0,25.0,Success
SL001110,1974-09-27,1974,9,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Defense/Intelligence,GTO,246,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,680,182926.82926829267,36.17647058823529,Success
SL001111,1972-05-21,1972,5,Soyuz 11A511,Plesetsk Cosmodrome,USSR,OKB-1,Earth Observation,LEO,3052,1,0,upper stage failure,0,0,0,45.0,Cold War,orbital,3129,14744.42988204456,97.53914988814317,Failure
SL001112,1987-09-07,1987,9,Voskhod,Plesetsk Cosmodrome,USSR,OKB-1,Space Station Resupply,LEO,538,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2494,83643.12267657992,21.57177225340818,Success
SL001113,2001-11-21,2001,11,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,Interplanetary,TLI,518,1,1,None - Successful Launch,0,0,0,48.2,Post-Soviet,orbital,884,93050.19305019305,58.59728506787331,Success
SL001114,2023-12-11,2023,12,Minotaur IV,Cape Canaveral SLC-41,USA,Orbital ATK,IoT/Cubesat,LEO,312,27,1,None - Successful Launch,0,0,0,39.0,Modern,orbital,786,125000.0,39.69465648854962,Success
SL001115,2024-01-07,2024,1,Hyperbola-1,Jiuquan Satellite Launch,China,iSpace,Interplanetary,Interplanetary,34,1,1,None - Successful Launch,0,0,0,11.3,New Space,small-sat,117,332352.9411764706,29.059829059829063,Success
SL001116,1966-07-08,1966,7,Scout,SpaceX Starbase (Boca Chica),USA,LTV,Scientific,LEO,71,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,90,633802.8169014085,78.88888888888889,Success
SL001117,1971-09-03,1971,9,Titan III,Cape Canaveral SLC-40,USA,USAF,Navigation/GPS,GEO,1540,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,5896,29220.77922077922,26.119402985074625,Success
SL001118,2016-11-02,2016,11,Soyuz-2.1b,Baikonur Cosmodrome,Russia,TsSKB,IoT/Cubesat,LEO,2174,1,1,None - Successful Launch,0,0,0,48.8,Modern,orbital,3719,22447.102115915364,58.45657434794299,Success
SL001119,1979-08-02,1979,8,Soyuz-U,Kourou ELS (Vega),Other,TsSKB,Human Spaceflight,ISS,1357,1,1,None - Successful Launch,1,3,0,26.9,Cold War,orbital,3107,19823.13927781872,43.67557129063405,Success
SL001120,2021-06-07,2021,6,Vega,Guiana Space Centre ELA-3,Europe,Arianespace,Space Station Module,ISS,195,1,1,None - Successful Launch,0,0,0,30.6,Modern,small-sat,680,156923.07692307694,28.676470588235293,Success
SL001121,2006-09-18,2006,9,Proton-M,Svobodny / Vostochny,Russia,Khrunichev,Astronomy,LEO,8856,1,1,None - Successful Launch,0,0,0,107.2,Modern,orbital,10432,12104.787714543812,84.89263803680981,Success
SL001122,1969-10-19,1969,10,Proton-K,Kapustin Yar,USSR,Khrunichev,Communications,GTO,4778,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,9418.166596902469,50.16272965879265,Success
SL001123,2018-10-16,2018,10,Titan IV,Vandenberg SFB SLC-4E,USA,Lockheed,IoT/Cubesat,SSO,5704,7,0,guidance failure,0,0,0,417.2,Post-Cold War,orbital,9833,73141.65497896213,58.00874605918844,Failure
SL001124,1973-03-04,1973,3,Cyclone-2,Kapustin Yar,USSR,Yuzhnoye,Earth Observation,HEO,850,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,52941.17647058824,62.5,Success
SL001125,1987-09-25,1987,9,Ariane 1,Guiana Space Centre ELA-3,Europe,CNES,IoT/Cubesat,SSO,526,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,839,85551.33079847909,62.693682955899874,Success
SL001126,1996-07-11,1996,7,Long March 3B,Jiuquan Satellite Launch,China,CASC,Commercial Satellite,GEO,2962,1,1,None - Successful Launch,0,0,0,73.0,Modern,orbital,5216,24645.509790681972,56.786809815950924,Success
SL001127,1992-09-18,1992,9,Proton-M,Svobodny / Vostochny,Russia,Khrunichev,Human Spaceflight,ISS,2521,1,1,None - Successful Launch,1,4,0,92.8,Modern,orbital,10432,36810.7893692979,24.166027607361965,Success
SL001128,2008-12-28,2008,12,Ariane 4,Kourou ELA-4 (Ariane 6),Europe,Arianespace,Rideshare,LEO,342,1,1,None - Successful Launch,0,0,0,166.2,Post-Cold War,orbital,2222,485964.91228070174,15.391539153915392,Success
SL001129,2005-12-02,2005,12,Ariane 1,Kourou ELS (Vega),Europe,CNES,Navigation/GPS,MEO,223,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,839,201793.72197309416,26.579261025029798,Success
SL001130,2024-09-04,2024,9,Soyuz-U,Naro Space Center,Other,TsSKB,Space Station Resupply,ISS,3417,1,1,None - Successful Launch,0,0,0,30.3,Cold War,orbital,3107,8867.427568042142,109.97747022851625,Success
SL001131,2024-06-09,2024,6,Proton-M,Plesetsk Cosmodrome,Russia,Khrunichev,Defense/Intelligence,LEO,5279,1,1,None - Successful Launch,0,0,0,98.2,Modern,orbital,10432,18602.007956052283,50.60391104294478,Success
SL001132,1993-06-22,1993,6,Soyuz-2.1b,Baikonur Cosmodrome,Russia,TsSKB,Technology Demonstration,LEO,2889,1,1,None - Successful Launch,0,0,0,66.1,Modern,orbital,3719,22879.88923502942,77.68217262705028,Success
SL001133,1968-06-03,1968,6,Atlas-Centaur,Kennedy Space Center LC-39A,USA,GD,Scientific,HEO,1037,1,0,range safety,0,0,0,45.0,Cold War,orbital,2041,43394.40694310511,50.80842724154826,Failure
SL001134,2011-05-22,2011,5,PSLV,Satish Dhawan Space Centre,India,ISRO,Commercial Satellite,MEO,725,1,1,None - Successful Launch,0,0,0,22.3,Modern,orbital,1723,30758.620689655174,42.07777132907719,Success
SL001135,2024-05-21,2024,5,Zhuque-2,Wenchang Space Launch,China,LandSpace,Commercial Satellite,GEO,712,1,1,None - Successful Launch,0,0,0,11.3,New Space,commercial,2721,15870.786516853932,26.16685042263874,Success
SL001136,1982-06-18,1982,6,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Rideshare,LEO,126,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,226,357142.85714285716,55.75221238938053,Success
SL001137,1989-11-21,1989,11,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Navigation/GPS,MEO,277,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,680,162454.8736462094,40.73529411764706,Success
SL001138,1987-08-19,1987,8,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Space Station Resupply,ISS,80,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,226,562500.0,35.39823008849557,Success
SL001139,1965-08-28,1965,8,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Scientific,GTO,34,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,226,1323529.4117647058,15.04424778761062,Success
SL001140,2007-05-12,2007,5,Scout,Mahia Peninsula LC-1,USA,LTV,Space Telescope,LEO,24,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,90,1875000.0,26.666666666666668,Success
SL001141,1984-11-08,1984,11,Soyuz 11A511,Plesetsk Cosmodrome,USSR,OKB-1,Defense/Intelligence,SSO,1663,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,3129,27059.530968129886,53.14797059763503,Success
SL001142,2016-04-11,2016,4,Long March 2F,Wenchang Space Launch,China,CASC,IoT/Cubesat,LEO,2366,1,1,None - Successful Launch,0,0,0,23.3,Modern,crewed,3810,9847.84446322908,62.0997375328084,Success
SL001143,2018-02-12,2018,2,Soyuz-2.1b,Baikonur Cosmodrome,Russia,TsSKB,Commercial Satellite,GEO,4040,1,1,None - Successful Launch,0,0,0,39.5,Modern,orbital,3719,9777.227722772277,108.63135251411671,Success
SL001144,2018-06-17,2018,6,Titan II GLV,Cape Canaveral SLC-40,USA,USAF,IoT/Cubesat,SSO,1049,15,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1632,42897.998093422306,64.27696078431373,Success
SL001145,1987-06-26,1987,6,Cyclone-2,Baikonur Cosmodrome,USSR,Yuzhnoye,Defense/Intelligence,SSO,705,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,63829.78723404255,51.83823529411765,Success
SL001146,1982-07-18,1982,7,Cyclone-2,Baikonur Cosmodrome,USSR,Yuzhnoye,Interplanetary,TLI,494,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1360,91093.11740890688,36.3235294117647,Success
SL001147,2013-04-01,2013,4,Long March 2D,Jiuquan Satellite Launch,China,CASC,Scientific,GEO,562,1,1,None - Successful Launch,0,0,0,23.1,Modern,orbital,1587,41103.20284697509,35.412728418399496,Success
SL001148,2017-07-18,2017,7,Minotaur I,Wallops Flight Facility,USA,Orbital ATK,Astronomy,LEO,289,1,1,None - Successful Launch,0,0,0,39.5,Modern,orbital,263,136678.20069204152,109.88593155893535,Success
SL001149,1991-08-19,1991,8,Ariane 4,Kourou ELA-4 (Ariane 6),Europe,Arianespace,Human Spaceflight,LEO,995,1,1,None - Successful Launch,1,1,0,166.2,Post-Cold War,orbital,2222,167035.175879397,44.779477947794774,Success
SL001150,2021-04-22,2021,4,Titan IV,SpaceX Starbase (Boca Chica),USA,Lockheed,Weather,GEO,5822,1,1,None - Successful Launch,0,0,0,392.2,Post-Cold War,orbital,9833,67365.16660941257,59.20878673853351,Success
SL001151,1971-12-14,1971,12,Cosmos-3M,Baikonur Cosmodrome,USSR,PO Polyot,Communications,LEO,181,1,0,guidance failure,0,0,0,45.0,Cold War,orbital,680,248618.78453038674,26.61764705882353,Failure
SL001152,2021-08-03,2021,8,Vanguard,Vandenberg SFB SLC-4E,USA,NRL,Space Telescope,GEO,1,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,4,45000000.0,25.0,Success
SL001153,1968-06-24,1968,6,Jupiter-C,SpaceX Starbase (Boca Chica),USA,Army,Defense/Intelligence,LEO,2,1,0,upper stage failure,0,0,0,45.0,Cold War,suborbital,4,22500000.0,50.0,Failure
SL001154,1972-11-05,1972,11,Proton-K,Baikonur Cosmodrome,USSR,Khrunichev,Defense/Intelligence,HEO,8324,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,9525,5406.0547813551175,87.39107611548556,Success
SL001155,1994-04-23,1994,4,Ariane 4,Guiana Space Centre ELA-3,Europe,Arianespace,Military Reconnaissance,SSO,947,1,1,None - Successful Launch,0,0,0,166.2,Post-Cold War,orbital,2222,175501.58394931362,42.61926192619262,Success
SL001156,1966-10-23,1966,10,Atlas-Centaur,Wallops Flight Facility,USA,GD,Defense/Intelligence,SSO,1709,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2041,26331.187829139846,83.73346398824107,Success
SL001157,1965-03-28,1965,3,Vanguard,Wallops Flight Facility,USA,NRL,Human Spaceflight,LEO,1,1,0,guidance failure,1,1,0,45.0,Cold War,orbital,4,45000000.0,25.0,Failure
SL001158,1958-10-19,1958,10,Sputnik (R-7),Baikonur Cosmodrome,USSR,OKB-1,Human Spaceflight,ISS,104,1,1,None - Successful Launch,1,3,0,45.0,Cold War,orbital,226,432692.3076923077,46.017699115044245,Success
SL001159,1988-11-20,1988,11,Vostok-K,Kapustin Yar,USSR,OKB-1,Weather,GEO,1131,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2145,39787.798408488066,52.72727272727272,Success
SL001160,2015-03-23,2015,3,Proton-M,Plesetsk Cosmodrome,Russia,Khrunichev,Scientific,LEO,4257,1,1,None - Successful Launch,0,0,0,79.2,Modern,orbital,10432,18604.6511627907,40.80713190184049,Success
SL001161,1964-08-16,1964,8,Vostok-K,Baikonur Cosmodrome,USSR,OKB-1,Technology Demonstration,LEO,1799,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,2145,25013.896609227348,83.86946386946387,Success
SL001162,2005-12-02,2005,12,Delta II,Cape Canaveral SLC-41,USA,Boeing,Space Station Module,LEO,694,1,1,None - Successful Launch,0,0,0,50.0,Modern,orbital,2308,72046.10951008646,30.06932409012132,Success
SL001163,2018-09-05,2018,9,Long March 3B,Wenchang Space Launch,China,CASC,Communications,GEO,2179,1,1,None - Successful Launch,0,0,0,65.5,Modern,orbital,5216,30059.660394676455,41.77530674846626,Success
SL001164,1973-05-04,1973,5,Thor-Delta,Kapustin Yar,Other,NASA,Defense/Intelligence,GTO,22,1,1,None - Successful Launch,0,0,0,1602.2,Cold War,orbital,102,72827272.72727273,21.568627450980394,Success
SL001165,1971-04-27,1971,4,Soyuz 11A511,Kapustin Yar,USSR,OKB-1,Human Spaceflight,ISS,636,1,1,None - Successful Launch,1,2,0,45.0,Cold War,orbital,3129,70754.71698113208,20.325982742090122,Success
SL001166,2020-11-14,2020,11,Vanguard,SpaceX Starbase (Boca Chica),USA,NRL,Human Spaceflight,LEO,1,1,0,engine failure,1,3,0,45.0,Cold War,orbital,4,45000000.0,25.0,Failure
SL001167,2018-12-15,2018,12,New Shepard,Hammaguira,Other,Blue Origin,Earth Observation,GTO,0,1,1,None - Successful Launch,0,0,0,0.6,New Space,suborbital,0,,,Success
SL001168,1995-08-18,1995,8,Ariane 4,Kourou ELA-4 (Ariane 6),Europe,Arianespace,Communications,GEO,735,1,1,None - Successful Launch,0,0,0,166.2,Post-Cold War,orbital,2222,226122.44897959183,33.078307830783075,Success
SL001169,2018-12-03,2018,12,Titan II GLV,Cape Canaveral SLC-40,USA,USAF,Human Spaceflight,LEO,995,1,1,None - Successful Launch,1,3,0,45.0,Cold War,orbital,1632,45226.13065326633,60.96813725490197,Success
SL001170,1968-12-23,1968,12,Jupiter-C,Kennedy Space Center LC-39A,USA,Army,Scientific,GTO,1,1,0,engine failure,0,0,0,45.0,Cold War,suborbital,4,45000000.0,25.0,Failure
SL001171,1986-11-07,1986,11,Soyuz 11A511,Kapustin Yar,USSR,OKB-1,Military Reconnaissance,GEO,2589,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,3129,17381.228273464658,82.74209012464046,Success
SL001172,2012-08-10,2012,8,Rokot,Baikonur Cosmodrome,Russia,Khrunichev,IoT/Cubesat,SSO,608,1,1,None - Successful Launch,0,0,0,37.4,Post-Soviet,orbital,884,61513.15789473684,68.77828054298642,Success
SL001173,1978-04-01,1978,4,Titan II GLV,Vandenberg SFB SLC-4E,USA,USAF,Earth Observation,SSO,462,1,1,None - Successful Launch,0,0,0,45.0,Cold War,orbital,1632,97402.5974025974,28.308823529411764,Success
SL001174,2013-10-10,2013,10,H-IIA,Tanegashima Space Center,Japan,JAXA,Space Telescope,SSO,1066,1,1,None - Successful Launch,0,0,0,83.0,Modern,orbital,4535,77861.16322701689,23.506063947078278,Success
SL001175,1992-08-10,1992,8,Jupiter-C,SpaceX Starbase (Boca Chica),USA,Army,Astronomy,LEO,1,1,1,None - Successful Launch,0,0,0,45.0,Cold War,suborbital,4,45000000.0,25.0,Success
SL001176,2013-01-02,2013,1,Soyuz-FG,Svobodny / Vostochny,Russia,TsSKB,Lunar,TLI,2518,1,1,None - Successful Launch,0,0,0,93.6,Modern,orbital,3265,37172.359015091344,77.12098009188362,Success
